,scientific_name,red_list_category,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name,country_state,animal_name,latitude,longitude
5698,Euparkerella robusta,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5699,Euparkerella tridactyla,Vulnerable,2004,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5700,Lynchius simmonsi,Vulnerable,2004,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5701,Lepidobatrachus asper,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5702,Cryptazeca kobelti,Endangered,1996,Unknown,Terrestrial,Palearctic,Global,Mollusks,Snails & slugs,,,,
5703,Proceratophrys moratoi,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5704,Physalaemus soaresi,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5705,Pleurodema bibroni,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5706,Proceratophrys bigibbosa,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5707,Physalaemus atlanticus,Vulnerable,2004,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5708,Philoria pughi,Endangered,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5709,Philoria richmondensis,Endangered,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5710,Rupirana cardosoi,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5711,Telmatobius niger,Critically Endangered,2008,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5712,Thoropa saxatilis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5713,Cryptomastix magnidentata,Vulnerable,1996,Unknown,Terrestrial,Nearctic,Global,Mollusks,Snails & slugs,,,,
5714,Cryptosaccus asturiensis,Vulnerable,2010,Stable,Terrestrial,Palearctic,Global & Europe,Mollusks,Snails & slugs,,,,
5715,Scutiger nepalensis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5716,Megophrys gigantica,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5717,Cophixalus aenigma,Vulnerable,2004,Stable,Terrestrial,Australasian,Global,Vertebrates,Amphibians,,,,
5718,Dasypops schirchi,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5719,Elachistocleis erythrogaster,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5720,Microhyla sholigari,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5721,Kaloula mediolineata,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5722,Indirana brachytarsus,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5723,Indirana diplosticta,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5724,Micrixalus fuscus,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5725,Indirana gundia,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5726,Micrixalus gadgili,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5727,Indirana leithii,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5728,Ctenophila vorticella,Vulnerable,1996,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5729,Indirana leptodactyla,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5730,Micrixalus kottigeharensis,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5731,Indirana phrynoderma,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5732,Micrixalus nudis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5733,Micrixalus phyllophilus,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5734,Minervarya sahyadris,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5735,Nyctibatrachus aliciae,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5736,Nyctibatrachus beddomii,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5737,Nyctibatrachus deccanensis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5738,Nyctibatrachus humayuni,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5739,Nyctibatrachus karnatakaensis,Endangered,2004,Unknown,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5740,Limnonectes heinrichi,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5741,Ctenophila caldwelli,Endangered,1996,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5742,Ctenophila setiliris,Endangered,1996,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5743,Nyctibatrachus major,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5744,Nyctibatrachus minor,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5745,Nyctibatrachus sanctipalustris,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5746,Nyctibatrachus vasanthi,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5747,Nanorana annandalii,Near Threatened,2008,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5748,Nanorana ercepeae,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5749,Nanorana liui,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5750,Nanorana rostandi,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5751,Quasipaa spinosa,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5752,Nanorana yunnanensis,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5753,Clinotarsus curtipes,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5754,Ingerana charlesdarwini,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5755,Pelophylax nigromaculatus,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5756,Lithobates okaloosae,Vulnerable,2004,Unknown,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5757,Feihyla palpebralis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5758,Raorchestes bombayensis,Vulnerable,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5759,Raorchestes sanctisilvaticus,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5760,Raorchestes chalazodes,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5761,Raorchestes charius,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5762,Raorchestes glandulosus,Vulnerable,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5763,Raorchestes griet,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5764,Pseudophilautus schmarda,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5765,Raorchestes shillongensis,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5766,Raorchestes signatus,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5767,Raorchestes graminirupes,Vulnerable,2004,Stable,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5768,Pseudophilautus amboli,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Amphibians,,,,
5769,Polypedates insularis,Endangered,2004,Unknown,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5770,Batrachuperus karlschmidti,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Palearctic,Global,Vertebrates,Amphibians,,,,
5771,Ghatixalus variabilis,Endangered,2009,Stable,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5772,Ambystoma barbouri,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5773,Amphiuma pholeter,Near Threatened,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5774,Batrachoseps regius,Vulnerable,2004,Stable,Terrestrial,Nearctic,Global,Vertebrates,Amphibians,,,,
5775,Batrachoseps robustus,Near Threatened,2004,Stable,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5776,Eurycea chisholmensis,Vulnerable,2004,Unknown,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5777,Eurycea latitans,Vulnerable,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5778,Eurycea waterlooensis,Vulnerable,2004,Unknown,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5779,Gyrinophilus gulolineatus,Endangered,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5780,Gyrinophilus palleucus,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5781,Gyrinophilus subterraneus,Endangered,2004,Unknown,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5782,Desmognathus aeneus,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5783,Eurycea neotenes,Vulnerable,2004,Unknown,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5784,Eurycea tonkawae,Endangered,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5785,Eurycea tynerensis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Nearctic,Global,Vertebrates,Amphibians,,,,
5786,Plethodon welleri,Endangered,2004,Decreasing,Terrestrial,Nearctic,Global,Vertebrates,Amphibians,,,,
5787,Plethodon petraeus,Vulnerable,2004,Stable,Terrestrial,Nearctic,Global,Vertebrates,Amphibians,,,,
5788,Salamandra algira,Vulnerable,2008,Decreasing,Terrestial & Freshwater ,Palearctic,Global,Vertebrates,Amphibians,,,,
5789,Salamandra infraimmaculata,Near Threatened,2008,Decreasing,Terrestial & Freshwater ,Palearctic,Global,Vertebrates,Amphibians,,,,
5790,Necturus alabamensis,Endangered,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5791,Necturus lewisi,Near Threatened,2004,Decreasing,Freshwater,Nearctic,Global,Vertebrates,Amphibians,,,,
5792,Echinotriton chinhaiensis,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5793,Cupedora nottensis,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5794,Cupedora evandaleana,Endangered,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5795,Curassanthura bermudensis,Critically Endangered,1996,Unknown,Freshwater,Neotropical,Global,Invertebrates,Crustaceans,,,,
5796,Cyclura nubila,Vulnerable,1996,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
5797,Clarotes laticeps,Regionally Extinct,2007,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes,,,,
5798,Aplocheilichthys usanguensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5799,Squalius palaciosi,Critically Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5800,Aplocheilichthys lacustris,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5801,Oreochromis latilabris,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5802,Chiloglanis rukwaensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5803,Cyclura rileyi,Endangered,1996,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,,,,
5804,Pelasgus thesproticus,Near Threatened,2006,Stable,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5805,Zaireichthys wamiensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5806,Haplochromis nubilus,Vulnerable,2010,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5807,Iberochondrostoma oretanum,Critically Endangered,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5808,Cobitis vettonica,Endangered,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5809,Cyclura cychlura,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Reptiles,BS,,25.03428,-77.39628
5810,Orthochromis luichensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5811,Chiloglanis kalambo,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5812,Orthochromis rugufuensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5813,Squalius alburnoides,Vulnerable,2006,Stable,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5814,Eretmodus cyanostictus,Near Threatened,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,Tanganyika Clown,,
5815,Haplochromis aeneocolor,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5816,Haplochromis oregosoma,Near Threatened,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5817,Delminichthys krbavensis,Critically Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5818,Chelaethiops rukwaensis,Vulnerable,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5819,Oreochromis alcalicus,Endangered,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5820,Oreochromis grahami,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5821,Altolamprologus calvus,Near Threatened,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5822,Haplochromis microdon,Critically Endangered,2010,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5823,Haplochromis melanopterus,Vulnerable,2010,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5824,Haplochromis labiatus,Near Threatened,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5825,Haplochromis erythromaculatus,Endangered,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5826,Haplochromis petronius,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5827,Haplochromis guiarti,Critically Endangered,2010,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5828,Haplochromis howesi,Vulnerable,2010,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5829,Haplochromis victorianus,Critically Endangered,2010,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5830,Haplochromis argenteus,Critically Endangered,2010,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5831,Lamprologus kungweensis,Critically Endangered,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5832,Lepidiolamprologus attenuatus,Near Threatened,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5833,Simochromis marginatus,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5834,Simochromis margaretae,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5835,Neolamprologus schreyeni,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5836,Neolamprologus christyi,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5837,Oreochromis andersonii,Vulnerable,2007,Decreasing,Freshwater,Afrotropical,"Global, Pan-Africa & S. Africa FW",Vertebrates,Ray-finned fishes,,,,
5838,Nemacheilus dori,Critically Endangered,2006,Stable,Freshwater,Palearctic,Global,Vertebrates,Ray-finned fishes,,,,
5839,Oreochromis jipe,Critically Endangered,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5840,Oreochromis amphimelas,Endangered,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5841,Oreochromis rukwaensis,Vulnerable,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5842,Oreochromis karomo,Critically Endangered,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5843,Oreochromis hunteri,Critically Endangered,2006,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5844,Telestes beoticus,Endangered,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5845,Orthochromis kasuluensis,Endangered,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5846,Orthochromis uvinzae,Critically Endangered,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5847,Orthochromis malagaraziensis,Vulnerable,2006,Unknown,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
