,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
100,Carcharhinus isodon,Near Threatened,2021,2019-07-01 00:00:00 UTC,Stable,Marine,,Global,Vertebrates,Cartilaginous fishes
101,Carcharhinus altimus,Near Threatened,2020,2020-02-14 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes
102,Alopias superciliosus,Vulnerable,2019,2018-11-06 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes
103,Alopias superciliosus,Vulnerable,2019,2018-11-06 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes
104,Alopias superciliosus,Vulnerable,2019,2018-11-06 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes
105,Alopias superciliosus,Endangered,2016,2016-03-25 00:00:00 UTC,Decreasing,Marine,Palearctic,Mediterranean,Vertebrates,Cartilaginous fishes
106,Alopias superciliosus,Endangered,2016,2016-03-25 00:00:00 UTC,Decreasing,Marine,Palearctic,Mediterranean,Vertebrates,Cartilaginous fishes
107,Alopias superciliosus,Endangered,2016,2016-03-25 00:00:00 UTC,Decreasing,Marine,Palearctic,Mediterranean,Vertebrates,Cartilaginous fishes
108,Alopias superciliosus,Endangered,2015,2014-12-09 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,Vertebrates,Cartilaginous fishes
109,Alopias superciliosus,Endangered,2015,2014-12-09 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,Vertebrates,Cartilaginous fishes
110,Alopias superciliosus,Endangered,2015,2014-12-09 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,Vertebrates,Cartilaginous fishes
111,Pseudobatos lentiginosus,Vulnerable,2020,2019-06-23 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Cartilaginous fishes
112,Sepia apama,Near Threatened,2012,2009-03-11 00:00:00 UTC,Decreasing,Marine,Australasian,Global,Mollusks,Octopuses & squids
113,Partula guamensis,Critically Endangered,2012,2011-08-24 00:00:00 UTC,Unknown,Terrestrial,Oceanian,Global,Mollusks,Snails & slugs
114,Opisthoteuthis mero,Endangered,2014,2014-08-20 00:00:00 UTC,Decreasing,Marine,Australasian,Global,Mollusks,Octopuses & squids
115,Opisthoteuthis massyae,Vulnerable,2014,2014-08-20 00:00:00 UTC,Decreasing,Marine,Afrotropical|Palearctic,Global,Mollusks,Octopuses & squids
116,Cirroctopus hochbergi,Endangered,2014,2014-08-20 00:00:00 UTC,Decreasing,Marine,Australasian,Global,Mollusks,Octopuses & squids
117,Octopus kaharoa,Near Threatened,2019,2016-05-04 00:00:00 UTC,Decreasing,Marine,Australasian,Global,Mollusks,Octopuses & squids
118,Cuora mouhotii,Endangered,2020,2018-03-13 00:00:00 UTC,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Reptiles
119,Cyclemys oldhamii,Endangered,2021,2018-03-13 00:00:00 UTC,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Reptiles
120,Centrochelys sulcata,Endangered,2021,2020-08-29 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Reptiles
121,Pelusios niger,Near Threatened,2019,2018-05-20 00:00:00 UTC,Decreasing,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Reptiles
122,Cycloderma aubryi,Vulnerable,2017,2016-06-13 00:00:00 UTC,Decreasing,Terrestial & Freshwater ,Afrotropical,Global,Vertebrates,Reptiles
123,Batagur borneoensis,Critically Endangered,2021,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial & Freshwater & Marine,Indomalayan,Global,Vertebrates,Reptiles
124,Varanus bengalensis,Near Threatened,2021,2018-06-08 00:00:00 UTC,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Reptiles
125,Alsophylax laevis,Critically Endangered,2017,2008-12-14 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global,Vertebrates,Reptiles
126,Naja oxiana,Near Threatened,2021,2016-04-05 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Reptiles
127,Eryx johnii,Near Threatened,2021,2019-09-05 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan|Palearctic,Global,Vertebrates,Reptiles
128,Pegias fabula,Critically Endangered,2012,2012-06-07 00:00:00 UTC,Decreasing,Freshwater,Nearctic,Global,Mollusks,Molluscs
129,Islamia pseudorientalica,Critically Endangered,2014,2009-11-19 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Snails & slugs
130,Anodonta vescoiana,Near Threatened,2014,2013-04-04 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global,Mollusks,Molluscs
131,Leguminaia saulcyi,Critically Endangered,2014,2013-04-25 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global,Mollusks,Molluscs
132,Margaritifera homsensis,Endangered,2014,2013-04-25 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Molluscs
133,Anodonta pseudodopsis,Endangered,2014,2013-04-04 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global,Mollusks,Molluscs
134,Pseudamnicola solitaria,Endangered,2014,2013-12-06 00:00:00 UTC,Decreasing,Freshwater,Palearctic,Global,Mollusks,Snails & slugs
135,Gyraulus bekaensis,Vulnerable,2014,2013-04-02 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Snails & slugs
136,Heleobia galilaea,Vulnerable,2014,2013-02-20 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Snails & slugs
137,Belgrandiella libanica,Near Threatened,2014,2013-04-15 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Snails & slugs
138,Stagnicola kayseris,Endangered,2015,2013-02-20 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global & Mediterranean,Mollusks,Snails & slugs
