,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
4636,Haplochromis polli,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4637,Hemichromis bimaculatus,Endangered,2010,2007-10-18 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4638,Clupeocharax schoutedeni,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4639,Fundulopanchax rubrolabialis,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4640,Poropanchax myersi,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4641,Pelvicachromis taeniatus,Vulnerable,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4642,Pelvicachromis taeniatus,Vulnerable,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4643,Pelvicachromis taeniatus,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4644,Pelvicachromis taeniatus,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4645,Teleogramma brichardi,Critically Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4646,Hydrocynus brevis,Regionally Extinct,2010,2007-10-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4647,Microthrissa minuta,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4648,Aphyosemion splendopleure,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4649,Synodontis serratus,Vulnerable,2010,2007-10-18 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4650,Campylomormyrus bredoi,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4651,Alestes bouboni,Endangered,2010,2006-10-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Pan-Africa & Western Africa",Vertebrates,Ray-finned fishes
4652,Haplochromis demeusii,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4653,Parauchenoglanis pantherinus,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4654,Neolebias ansorgii,Near Threatened,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4655,Raiamas senegalensis,Endangered,2010,2007-10-17 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4656,Distichodus altus,Vulnerable,2010,2006-07-28 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4657,Aphyosemion poliaki,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4658,Ctenopoma nigropannosum,Vulnerable,2010,2006-10-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4659,Citharinus gibbosus,Vulnerable,2010,2003-03-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4660,Chrysichthys dageti,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4661,Synodontis pardalis,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4662,Nanochromis dimidiatus,Vulnerable,2010,2006-07-28 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4663,Labeo weeksii,Vulnerable,2010,2003-09-10 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4664,Brycinus macrolepidotus,Regionally Extinct,2010,2007-10-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4665,Epiplatys lokoensis,Endangered,2010,2007-02-02 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Pan-Africa & Western Africa",Vertebrates,Ray-finned fishes
4666,Labeobarbus mungoensis,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4667,Chrysichthys aluuensis,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4668,Chrysichthys aluuensis,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4669,Chrysichthys aluuensis,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4670,Chrysichthys aluuensis,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4671,Chrysichthys aluuensis,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4672,Chrysichthys aluuensis,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4673,Chrysichthys aluuensis,Endangered,2020,2019-05-06 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4674,Chrysichthys aluuensis,Endangered,2020,2019-05-06 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4675,Chrysichthys aluuensis,Endangered,2020,2019-05-06 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4676,Nannothrissa stewarti,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4677,Mormyrus cyaneus,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4678,Hydrocynus goliath,Near Threatened,2010,2003-12-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4679,Ivindomyrus opdenboschi,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4680,Malapterurus electricus,Vulnerable,2010,2007-10-18 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4681,Chromidotilapia regani,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4682,Distichodus rostratus,Vulnerable,2010,2002-12-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4683,Distichodus rostratus,Vulnerable,2010,2002-12-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4684,Distichodus rostratus,Regionally Extinct,2010,2007-10-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4685,Distichodus rostratus,Regionally Extinct,2010,2007-10-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4686,Neolebias spilotaenia,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4687,Oreochromis lepidurus,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4688,Leptocypris niloticus,Endangered,2010,2007-10-17 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4689,Alestopetersius nigropterus,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4690,Opsaridium zambezense,Vulnerable,2010,2003-08-18 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Eastern Africa,Vertebrates,Ray-finned fishes
4691,Aphyosemion bamilekorum,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4692,Clypeobarbus pseudognathodon,Near Threatened,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4693,Lamprologus werneri,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4694,Enteromius anema,Regionally Extinct,2010,2007-10-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4695,Aphyosemion schluppi,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4696,Brycinus intermedius,Vulnerable,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4697,Mormyrus niloticus,Regionally Extinct,2010,2007-10-17 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4698,Mormyrus niloticus,Regionally Extinct,2010,2007-10-17 00:00:00 UTC,Unknown,Freshwater,Afrotropical|Palearctic,Northern Africa,Vertebrates,Ray-finned fishes
4699,Mormyrus niloticus,Near Threatened,2022,2021-04-07 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4700,Mormyrus niloticus,Near Threatened,2022,2021-04-07 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4701,Amphilius korupi,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4702,Labeobarbus osseensis,Vulnerable,2010,2009-05-01 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Northeastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4703,Bryconaethiops quinquesquamae,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4704,Bryconaethiops quinquesquamae,Endangered,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4705,Bryconaethiops quinquesquamae,Endangered,2020,2019-04-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4706,Bryconaethiops quinquesquamae,Endangered,2020,2019-04-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global & Pan-Africa,Vertebrates,Ray-finned fishes
4707,Fundulopanchax marmoratus,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4708,Aphyosemion lugens,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4709,Brienomyrus longianalis,Critically Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4710,Orthochromis luongoensis,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4711,Mastacembelus latens,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4712,Poecilothrissa moeruensis,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4713,Benitochromis riomuniensis,Endangered,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4714,Haplochromis dentex,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4715,Haplochromis flavipinnis,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4716,Afronandus sheljuzhkoi,Near Threatened,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Pan-Africa,Vertebrates,Ray-finned fishes
4717,Afronandus sheljuzhkoi,Near Threatened,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Pan-Africa,Vertebrates,Ray-finned fishes
4718,Afronandus sheljuzhkoi,Near Threatened,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Pan-Africa,Vertebrates,Ray-finned fishes
4719,Afronandus sheljuzhkoi,Near Threatened,2010,2006-10-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4720,Afronandus sheljuzhkoi,Near Threatened,2010,2006-10-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4721,Afronandus sheljuzhkoi,Near Threatened,2010,2006-10-15 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4722,Afronandus sheljuzhkoi,Near Threatened,2020,2019-11-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global,Vertebrates,Ray-finned fishes
4723,Afronandus sheljuzhkoi,Near Threatened,2020,2019-11-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global,Vertebrates,Ray-finned fishes
4724,Afronandus sheljuzhkoi,Near Threatened,2020,2019-11-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global,Vertebrates,Ray-finned fishes
4725,Sicydium brevifile,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4726,Parauchenoglanis monkei,Vulnerable,2010,2006-04-30 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Western Africa,Vertebrates,Ray-finned fishes
4727,Hemichromis guttatus,Vulnerable,2010,2009-02-16 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Central Africa,Vertebrates,Ray-finned fishes
4728,Haplochromis longirostris,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4729,Haplochromis macrognathus,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4730,Haplochromis nanoserranus,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4731,Myxodagnus sagitta,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4732,Haplochromis percoides,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4733,Haplochromis perrieri,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4734,Tomicodon vermiculatus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4735,Leuresthes sardina,Near Threatened,2010,2007-05-25 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes
4736,Daector schmitti,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4737,Haplochromis venator,Endangered,1996,1996-08-01 00:00:00 UTC,Unknown,Freshwater,Afrotropical,Global,Vertebrates,Ray-finned fishes
4738,Xyrichtys victori,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4739,Tigrigobius nesiotes,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4740,Haplochromis xenostoma,Critically Endangered,2010,2010-03-31 00:00:00 UTC,Decreasing,Freshwater,Afrotropical,"Global, Eastern Africa & Pan-Africa",Vertebrates,Ray-finned fishes
4741,Chriolepis lepidota,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4742,Colpichthys regis,Near Threatened,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4743,Tomicodon absitus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4744,Labrisomus jenkinsi,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4745,Quassiremus evionthas,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4746,Hypsoblennius proteus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4747,Prometheomys schaposchnikowi,Vulnerable,2010,2008-01-01 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Mediterranean,Vertebrates,Mammals
4748,Gillellus chathamensis,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4749,Brachygenys jessiae,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4750,Eleotrica cableae,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4751,Prionotus teaguei,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4752,Lepidonectes bimaculatus,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4753,Halichoeres salmofasciatus,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4754,Colpichthys hubbsi,Endangered,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4755,Stegastes beebei,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4756,Thalassoma virens,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4757,Dactyloscopus lacteus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4758,Tomicodon bidens,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4759,Paraclinus fehlmanni,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4760,Halichoeres malpelo,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4761,Acanthemblemaria mangognatha,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4762,Batrachoides boulengeri,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4763,Mccoskerichthys sandae,Near Threatened,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4764,Arcos poecilophthalmos,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4765,Stegastes redemptus,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4766,Dialommus fuscus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4767,Halichoeres discolor,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4768,Acanthemblemaria atrata,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4769,Axoclinus rubinoffi,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4770,Rypticus courtenayi,Vulnerable,2010,2008-05-01 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4771,Halichoeres insularis,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4772,Ogilbia cocoensis,Vulnerable,2010,2008-04-29 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4773,Cratinus agassizii,Near Threatened,2010,2007-05-21 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4774,Xenichthys agassizii,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4775,Platygillellus bussingi,Near Threatened,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4776,Platygillellus altivelis,Near Threatened,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4777,Gillichthys seta,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4778,Quietula guaymasiae,Near Threatened,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4779,Gobiosoma homochroma,Endangered,2010,2007-05-23 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes
4780,Myripristis gildi,Vulnerable,2010,2007-05-24 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4781,Paralabrax albomaculatus,Endangered,2010,2007-05-21 00:00:00 UTC,Decreasing,Marine,,Global,Vertebrates,Ray-finned fishes
4782,Halichoeres adustus,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4783,Azurina hirundo,Near Threatened,2010,2008-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4784,Protocobitis typhlops,Vulnerable,1996,1996-08-01 00:00:00 UTC,Unknown,Freshwater,Palearctic,Global,Vertebrates,Ray-finned fishes
4785,Lythrypnus gilberti,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4786,Chriolepis dialepta,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4787,Platygillellus rubellulus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4788,Prototrachia sedula,Vulnerable,1996,1996-08-01 00:00:00 UTC,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs
4789,Prionotus miles,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4790,Paraletharchus opercularis,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4791,Gobulus birdsongi,Critically Endangered,2010,2007-05-23 00:00:00 UTC,Decreasing,Freshwater & Marine,,Global,Vertebrates,Ray-finned fishes
4792,Chlopsis bicollaris,Near Threatened,2010,2007-05-21 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4793,Serranus socorroensis,Vulnerable,2010,2008-05-02 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4794,Starksia galapagensis,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4795,Axoclinus cocoensis,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4796,Daector reticulata,Vulnerable,2010,2007-05-22 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4797,Acanthemblemaria castroi,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4798,Gobiesox woodsi,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4799,Paraclinus walkeri,Critically Endangered,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4800,Notarius cookei,Vulnerable,2010,2007-05-23 00:00:00 UTC,Decreasing,Freshwater & Marine,Neotropical,Global,Vertebrates,Ray-finned fishes
4801,Gobioclinus dendriticus,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4802,Lythrypnus insularis,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4803,Pisodonophis daspilotus,Near Threatened,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4804,Stegastes leucorus,Vulnerable,2010,2007-05-27 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
4805,Acanthemblemaria stephensi,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,,Global,Vertebrates,Ray-finned fishes
