,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
3272,Procambarus machardyi,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3273,Procambarus roberti,Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3274,Cambarus jonesi,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3275,Procambarus hortonhobbsi,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3276,Orconectes sheltae,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3277,Orconectes pardalotus,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3278,Cambarus lenati,Near Threatened,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3279,Faxonella creaseri,Near Threatened,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3280,Cambarus cracens,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3281,Orconectes eupunctus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3282,Procambarus ruthveni,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3283,Procambarus regiomontanus,Critically Endangered,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Neotropical,Global,ARTHROPODA,MALACOSTRACA
3284,Orconectes margorectus,Near Threatened,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3285,Procambarus zihuateutlensis,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3286,Orangia cookei,Endangered,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3287,Orangia maituatensis,Critically Endangered,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3288,Orangia sporadica,Endangered,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3289,Orconectes jeffersoni,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3290,Orconectes shoupi,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3291,Orconectes bisectus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3292,Orconectes incomptus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3293,Orconectes saxatilis,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3294,Orconectes wrighti,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3295,Orconectes marchandi,Near Threatened,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3296,Orconectes peruncus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3297,Orconectes quadruncus,Vulnerable,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3298,Orconectes packardi,Endangered,2010,2010-06-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Nearctic,Global,ARTHROPODA,MALACOSTRACA
3299,Orcula fuchsi,Critically Endangered,2011,2010-11-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3300,Orcula pseudodolium,Near Threatened,2011,2010-11-12 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3301,Ordtrachia australis,Lower Risk/near threatened,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3302,Ordtrachia elegans,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3303,Ordtrachia septentrionalis,Lower Risk/near threatened,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3304,Oreoglanis siamensis,Endangered,2011,2011-02-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,ACTINOPTERYGII
3305,Gobiesox canidens,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,Neotropical,Global,CHORDATA,ACTINOPTERYGII
3306,Bathygobius lineatus,Vulnerable,2010,2007-05-21 00:00:00 UTC,Unknown,Marine,Neotropical,Global,CHORDATA,ACTINOPTERYGII
3307,Oreohelix vortex,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Nearctic,Global,MOLLUSCA,GASTROPODA
3308,Oreohelix waltoni,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Nearctic,Global,MOLLUSCA,GASTROPODA
3309,Oreohelix jugalis,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Nearctic,Global,MOLLUSCA,GASTROPODA
3310,Enneapterygius namarrgon,Endangered,2010,2009-02-04 00:00:00 UTC,Unknown,Marine,Australasian,Global,CHORDATA,ACTINOPTERYGII
3311,Callionymus comptus,Vulnerable,2010,2009-01-27 00:00:00 UTC,Unknown,Marine,Oceanian,Global,CHORDATA,ACTINOPTERYGII
3312,Oreomava otwayensis,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Terrestrial,Australasian,Global,MOLLUSCA,GASTROPODA
3313,Axoclinus multicinctus,Vulnerable,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,Nearctic,Global,CHORDATA,ACTINOPTERYGII
3314,Oreonectes anophthalmus,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Freshwater (=Inland waters),Palearctic,Global,CHORDATA,ACTINOPTERYGII
3315,Artedielloides auriculatus,Near Threatened,2010,2009-01-27 00:00:00 UTC,Unknown,Marine,Palearctic,Global,CHORDATA,ACTINOPTERYGII
3316,Malacoctenus zonogaster,Vulnerable,2010,2007-05-25 00:00:00 UTC,Unknown,Marine,Neotropical,Global,CHORDATA,ACTINOPTERYGII
3317,Aioliops brachypterus,Vulnerable,2010,2009-01-26 00:00:00 UTC,Unknown,Marine,Indomalayan,Global,CHORDATA,ACTINOPTERYGII
3318,Orestias chungarensis,Vulnerable,1996,1996-08-01 00:00:00 UTC,,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
3319,Orestias laucaensis,Lower Risk/near threatened,1996,1996-08-01 00:00:00 UTC,,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
3320,Hypsoblennius striatus,Near Threatened,2010,2007-05-23 00:00:00 UTC,Unknown,Marine,Neotropical,Global,CHORDATA,ACTINOPTERYGII
3321,Paraclinus magdalenae,Endangered,2010,2007-05-25 00:00:00 UTC,Stable,Marine,Nearctic,Global,CHORDATA,ACTINOPTERYGII
3322,Lepidonectes corallicola,Vulnerable,2010,2007-05-23 00:00:00 UTC,Stable,Marine,Neotropical,Global,CHORDATA,ACTINOPTERYGII
3323,Renea moutonii,Near Threatened,2011,2011-03-10 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3324,Spiralix vitrea,Near Threatened,2010,2009-11-10 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3325,Plagigeyeria deformata,Endangered,2010,2009-11-10 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3326,Hemicycla pouchet,Vulnerable,2011,2010-09-30 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3327,Xerocrassa moraguesi,Endangered,2011,2010-09-09 00:00:00 UTC,Unknown,Terrestrial,Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3328,Leiostyla falknerorum,Endangered,2011,2010-09-30 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3329,Pontobelgrandiella nitida,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3330,Lyhnidia karamani,Critically Endangered,2010,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3331,Micropyrgula stankovici,Vulnerable,2010,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3332,Lymnaea stagnalis,Endangered,2010,2009-05-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Palearctic,Pan-Africa,MOLLUSCA,GASTROPODA
3333,Lymnaea stagnalis,Endangered,2010,2009-05-01 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Palearctic,Pan-Africa,MOLLUSCA,GASTROPODA
3334,Lymnaea stagnalis,Endangered,2010,2007-10-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Palearctic,Northern Africa,MOLLUSCA,GASTROPODA
3335,Lymnaea stagnalis,Endangered,2010,2007-10-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Nearctic|Palearctic,Northern Africa,MOLLUSCA,GASTROPODA
3336,Anagastina hadouphylax,Critically Endangered,2010,2010-05-10 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3337,Pseudamnicola bacescui,Vulnerable,2011,2010-04-30 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3338,Gyraulus albidus,Vulnerable,2010,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3339,Pezzolia radapalladis,Endangered,2010,2009-05-05 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3340,Bythinella zyvionteki,Endangered,2011,2009-11-18 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3341,Paladilhiopsis pretneri,Near Threatened,2011,2009-11-23 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3342,Plagigeyeria montenigrina,Critically Endangered,2010,2009-11-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3343,Saxurinator orthodoxus,Critically Endangered,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3344,Graziana adlitzensis,Critically Endangered,2011,2010-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3345,Hauffenia lucidula,Critically Endangered,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3346,Dalmatinella fluviatilis,Endangered,2011,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3347,Pontobelgrandiella bureschi,Vulnerable,2010,2009-11-17 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3348,Horatia macedonica,Vulnerable,2011,2011-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3349,Kerkia brezicensis,Vulnerable,2010,2010-04-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3350,Guadiella ramosae,Vulnerable,2011,2009-11-05 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3351,Avenionia roberti,Near Threatened,2011,2010-02-03 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3352,Graecoanatolica vegorriticola,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3353,Islamia trichoniana,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3354,Mercuria bayonnensis,Vulnerable,2011,2009-11-09 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3355,Bythiospeum sterkianum,Endangered,2011,2010-02-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3356,Belgrandia lusitanica,Endangered,2011,2010-06-07 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3357,Eupaludestrina foxianensis,Endangered,2010,2009-05-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3358,Ochridopyrgula macedonica,Near Threatened,2010,2009-11-24 00:00:00 UTC,Stable,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3359,Turcorientalia hohenackeri,Vulnerable,2011,2010-04-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3360,Iberhoratia gatoa,Vulnerable,2011,2009-05-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3361,Ohrigocea ornata,Endangered,2010,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3362,Gyraulus fontinalis,Endangered,2010,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3363,Iglica acicularis,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3364,Chilopyrgula sturanyi,Near Threatened,2011,2009-08-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3365,Hadziella deminuta,Vulnerable,2011,2010-01-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3366,Chondrobasis levantina,Near Threatened,2011,2009-10-30 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3367,Sardohoratia sulcata,Critically Endangered,2010,2009-12-18 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3368,Islamia graeca,Critically Endangered,2011,2009-10-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3369,Iglica pezzolii,Near Threatened,2010,2009-05-21 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3370,Trichonia trichonica,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3371,Melanopsis penchinati,Critically Endangered,2011,2010-02-05 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3372,Insignia macrostoma,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3373,Spiralix pequenoensis,Vulnerable,2011,2010-01-28 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3374,Tanousia zrmanjae,Critically Endangered,2011,2009-11-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3375,Anagastina gluhodolica,Endangered,2010,2009-11-23 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3376,Pseudohoratia lacustris,Vulnerable,2010,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3377,Dianella thiesseana,Critically Endangered,2011,2009-11-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3378,Belgrandiella globulosa,Vulnerable,2010,2010-03-29 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3379,Pseudamnicola chia,Vulnerable,2011,2009-11-15 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3380,Graziana papukensis,Near Threatened,2011,2010-03-29 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3381,Pontobelgrandiella bulgarica,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3382,Euglesa personata,Vulnerable,2010,2007-10-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Northern Africa & Pan-Africa,MOLLUSCA,BIVALVIA
3383,Bythinella wawrzineki,Vulnerable,2010,2009-11-09 00:00:00 UTC,Stable,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3384,Bythinella rubiginosa,Vulnerable,2011,2009-11-11 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3385,Iglica sidariensis,Vulnerable,2011,2010-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3386,Microcondylaea bonellii,Vulnerable,2011,2009-11-20 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,BIVALVIA
3387,Pontobelgrandiella angelovi,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3388,Laevicaspia ismailensis,Vulnerable,2011,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3389,Moitessieria olleri,Near Threatened,2010,2009-11-09 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3390,Bythiospeum suevicum,Vulnerable,2011,2010-02-04 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3391,Prespolitorea malaprespensis,Critically Endangered,2010,2009-10-26 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3392,Cavernisa zaschevi,Vulnerable,2010,2009-11-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3393,Marstoniopsis macedonica,Endangered,2010,2009-10-27 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3394,Belgrandia torifera,Vulnerable,2011,2009-11-18 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3395,Belgrandia boscae,Near Threatened,2011,2010-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3396,Dabriana bosniaca,Near Threatened,2010,2010-01-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3397,Iglica luxurians,Near Threatened,2010,2010-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3398,Bythiospeum drouetianum,Vulnerable,2010,2010-01-29 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3399,Zaumia sanctizaumi,Critically Endangered,2010,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3400,Palaospeum bessoni,Vulnerable,2010,2009-11-10 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3401,Pseudamnicola conovula,Vulnerable,2010,2010-05-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Europe,MOLLUSCA,GASTROPODA
3402,Pseudamnicola conovula,Vulnerable,2010,2010-05-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Europe,MOLLUSCA,GASTROPODA
3403,Pseudamnicola conovula,Vulnerable,2010,2010-05-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Europe,MOLLUSCA,GASTROPODA
3404,Pseudamnicola conovula,Vulnerable,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Pan-Africa,MOLLUSCA,GASTROPODA
3405,Pseudamnicola conovula,Vulnerable,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Pan-Africa,MOLLUSCA,GASTROPODA
3406,Pseudamnicola conovula,Vulnerable,2010,2009-05-01 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Pan-Africa,MOLLUSCA,GASTROPODA
3407,Pseudamnicola conovula,Vulnerable,2010,2007-10-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Northern Africa,MOLLUSCA,GASTROPODA
3408,Pseudamnicola conovula,Vulnerable,2010,2007-10-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Northern Africa,MOLLUSCA,GASTROPODA
3409,Pseudamnicola conovula,Vulnerable,2010,2007-10-19 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Northern Africa,MOLLUSCA,GASTROPODA
3410,Parabythinella malaprespensis,Critically Endangered,2010,2009-11-26 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3411,Belgrandiella hershleri,Vulnerable,2010,2010-01-20 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3412,Anisus spirorbis,Endangered,2010,2007-10-19 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,Northern Africa & Pan-Africa,MOLLUSCA,GASTROPODA
3413,Alzoniella junqua,Vulnerable,2011,2009-11-11 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3414,Lanzaia skradinensis,Critically Endangered,2011,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3415,Valvata relicta,Vulnerable,2010,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3416,Hauffenia subcarinata,Near Threatened,2010,2010-05-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3417,Horatia novoselensis,Vulnerable,2011,2011-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3418,Islamia spirata,Vulnerable,2010,2010-04-03 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3419,Gyraulus crenophilus,Endangered,2010,2009-11-25 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3420,Alzoniella galaica,Critically Endangered,2011,2009-05-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3421,Sadleriana supercarinata,Vulnerable,2011,2010-03-23 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3422,Bythiospeum husmanni,Critically Endangered,2011,2009-12-15 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
3423,Sardohoratia islamioides,Endangered,2010,2009-12-18 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3424,Ohridohauffenia rotonda,Endangered,2010,2009-11-24 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
3425,Gocea ohridana,Critically Endangered,2010,2009-11-23 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Palearctic,"Global, Europe & Mediterranean",MOLLUSCA,GASTROPODA
