,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
17781,Gonocephalus klossi,Near Threatened,2021,2019-08-12 00:00:00 UTC,Unknown,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17782,Ansonia guibei,Critically Endangered,2018,2018-01-16 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,AMPHIBIA
17783,Clinus spatulatus,Endangered,2022,2018-11-21 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,,Global,CHORDATA,ACTINOPTERYGII
17791,Leptobrachella palmata,Critically Endangered,2018,2018-01-17 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,AMPHIBIA
17792,Meristogenys jerboa,Vulnerable,2019,2018-03-09 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,AMPHIBIA
17793,Philautus aurantium,Vulnerable,2019,2018-01-17 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,AMPHIBIA
17794,Philautus disgregus,Near Threatened,2018,2018-03-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,AMPHIBIA
17795,Philautus erythrophthalmus,Endangered,2019,2018-01-17 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,AMPHIBIA
17796,Philautus refugii,Vulnerable,2019,2018-03-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,AMPHIBIA
17797,Meristogenys penrissenensis,Endangered,2019,2018-03-08 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,AMPHIBIA
17798,Dysdera aneris,Vulnerable,2018,2018-01-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global,ARTHROPODA,ARACHNIDA
17799,Sigaloseps ruficauda,Critically Endangered,2021,2017-12-11 00:00:00 UTC,Decreasing,Terrestrial,Australasian,Global,CHORDATA,REPTILIA
17800,Rodriguesophis chui,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17801,Atractus caete,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17802,Bothrops pirajai,Endangered,2021,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17803,Atractus serranus,Vulnerable,2020,2012-12-31 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17804,Atractus hoogmoedi,Critically Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17805,Apostolepis serrana,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17806,Apostolepis arenaria,Endangered,2021,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17807,Apostolepis gaboi,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17808,Apostolepis striata,Critically Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17809,Tropidophis grapiuna,Vulnerable,2021,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17810,Atractus guentheri,Near Threatened,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17811,Atractus ronnie,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17812,Bothrops otavioi,Critically Endangered,2021,2019-11-06 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17813,Hydrodynastes melanogigas,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,REPTILIA
17814,Phalotris lativittatus,Near Threatened,2019,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17815,Rodriguesophis scriptorcibatus,Endangered,2019,2012-12-31 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17816,Ditaxodon taeniatus,Vulnerable,2021,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17817,Echinanthera cephalomaculata,Critically Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17818,Bothrops muriciensis,Critically Endangered,2021,2012-12-31 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17819,Epictia clinorostris,Vulnerable,2021,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17820,Phalotris multipunctatus,Endangered,2020,2012-12-31 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17821,Cuora trifasciata,Critically Endangered,2020,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
17822,Capitellum parvicruzae,Critically Endangered,2013,2013-08-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
17823,Planorbella columbiensis,Critically Endangered,2017,2015-09-03 00:00:00 UTC,,Freshwater (=Inland waters),Nearctic,Global,MOLLUSCA,GASTROPODA
17824,Apus acuticauda,Vulnerable,2017,2016-10-01 00:00:00 UTC,Stable,Terrestrial,Indomalayan,Global,CHORDATA,AVES
17825,Bison bison,Near Threatened,2017,2016-09-01 00:00:00 UTC,Stable,Terrestrial,Nearctic,Global,CHORDATA,MAMMALIA
17826,Orcaella brevirostris,Endangered,2017,2017-08-30 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,Indomalayan,Global,CHORDATA,MAMMALIA
17827,Otomops martiensseni,Near Threatened,2017,2016-04-27 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global,CHORDATA,MAMMALIA
17828,Panthera onca,Near Threatened,2017,2016-08-05 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,MAMMALIA
17829,Pontoporia blainvillei,Vulnerable,2017,2017-08-14 00:00:00 UTC,Decreasing,Marine,Neotropical,Global,CHORDATA,MAMMALIA
17830,Sousa teuszii,Critically Endangered,2017,2017-03-24 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,Afrotropical|Palearctic,Global,CHORDATA,MAMMALIA
17831,Tremarctos ornatus,Vulnerable,2017,2016-02-02 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,MAMMALIA
17832,Sus barbatus,Vulnerable,2017,2016-02-22 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,MAMMALIA
17833,Orcaella heinsohni,Vulnerable,2017,2017-06-06 00:00:00 UTC,Decreasing,Marine,Australasian,Global,CHORDATA,MAMMALIA
17834,Cryptotis meridensis,Vulnerable,2017,2016-05-26 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,MAMMALIA
17835,Cryptotis griseoventris,Endangered,2017,2016-07-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,MAMMALIA
17836,Sousa chinensis,Vulnerable,2017,2015-06-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan,Global,CHORDATA,MAMMALIA
17837,Crocidura usambarae,Vulnerable,2017,2017-07-27 00:00:00 UTC,Unknown,Terrestrial,Afrotropical,Global,CHORDATA,MAMMALIA
17838,Oryzomys gorgasi,Endangered,2017,2017-01-16 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,MAMMALIA
17839,Pongo abelii,Critically Endangered,2017,2017-10-16 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,MAMMALIA
17840,Helarctos malayanus,Vulnerable,2017,2016-02-05 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,MAMMALIA
17841,Lissemys ceylonensis,Vulnerable,2021,2018-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
17842,Pongo pygmaeus,Critically Endangered,2016,2016-02-08 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,MAMMALIA
17843,Chelodina mccordi,Critically Endangered,2019,2018-03-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Australasian,Global,CHORDATA,REPTILIA
17844,Geochelone platynota,Critically Endangered,2020,2018-03-14 00:00:00 UTC,Increasing,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17845,Geochelone elegans,Vulnerable,2020,2018-03-13 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17846,Cuora bourreti,Critically Endangered,2020,2018-03-13 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17847,Cuora picturata,Critically Endangered,2020,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17848,Cuora galbinifrons,Critically Endangered,2020,2018-03-13 00:00:00 UTC,Decreasing,Terrestrial,Indomalayan,Global,CHORDATA,REPTILIA
17849,Austrolebias viarius,Endangered,2017,2017-03-10 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
17850,Pseudotachea liturata,Near Threatened,2011,2010-08-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Europe,MOLLUSCA,GASTROPODA
17851,Lucifuga subterranea,Endangered,2021,2020-03-31 00:00:00 UTC,Unknown,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
17852,Atractosteus tristoechus,Critically Endangered,2021,2020-04-17 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
17853,Anablepsoides cryptocallus,Endangered,2021,2020-05-27 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Neotropical,Global,CHORDATA,ACTINOPTERYGII
17854,Cnemaspis dilepis,Near Threatened,2021,2019-10-24 00:00:00 UTC,Unknown,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17855,Hemidactylus principensis,Near Threatened,2021,2019-10-22 00:00:00 UTC,Unknown,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17856,Helophis schoutedeni,Vulnerable,2021,2019-10-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Afrotropical,Global,CHORDATA,REPTILIA
17857,Lacertaspis chriswildi,Near Threatened,2021,2019-10-25 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17858,Lacertaspis gemmiventris,Endangered,2021,2019-10-21 00:00:00 UTC,Decreasing,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17859,Lacertaspis lepesmei,Critically Endangered,2021,2019-10-22 00:00:00 UTC,Stable,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17860,Leptotyphlops latirostris,Near Threatened,2021,2019-10-25 00:00:00 UTC,Unknown,Terrestrial,Afrotropical,Global,CHORDATA,REPTILIA
17861,Glyphis gangeticus,Critically Endangered,2021,2021-01-22 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,Indomalayan,Global,CHORDATA,CHONDRICHTHYES
17862,Haploblepharus edwardsii,Endangered,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17863,Haploblepharus fuscus,Vulnerable,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17864,Scyliorhinus capensis,Near Threatened,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17865,Leptocharias smithii,Vulnerable,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17866,Hemitriakis leucoperiptera,Critically Endangered,2021,2020-07-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17867,Scylliogaleus quecketti,Vulnerable,2019,2018-04-25 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17868,Triakis acutipinna,Endangered,2021,2020-09-23 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17869,Carcharhinus borneensis,Critically Endangered,2021,2020-10-31 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17870,Hemitrygon laosensis,Endangered,2021,2021-01-25 00:00:00 UTC,Decreasing,Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,CHONDRICHTHYES
17871,Atelomycterus marmoratus,Near Threatened,2021,2020-05-14 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17872,Chiloscyllium indicum,Vulnerable,2020,2020-05-28 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17873,Chiloscyllium griseum,Vulnerable,2020,2020-05-28 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17874,Hemigaleus microstoma,Vulnerable,2021,2020-11-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17875,Rhina ancylostoma,Critically Endangered,2019,2018-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17876,Rhynchobatus laevis,Critically Endangered,2019,2018-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17877,Oxynotus japonicus,Vulnerable,2021,2019-08-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17878,Centrophorus isodon,Endangered,2020,2019-09-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17879,Centroscyllium granulatum,Vulnerable,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17880,Mustelus dorsalis,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17881,Pseudobatos planiceps,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17882,Sphyrna corona,Critically Endangered,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17883,Sympterygia brevicaudata,Near Threatened,2020,2019-02-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17884,Anacanthobatis marmorata,Near Threatened,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17885,Cephaloscyllium sufflans,Near Threatened,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17886,Dipturus campbelli,Near Threatened,2020,2019-09-18 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17887,Halaelurus natalensis,Vulnerable,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17888,Pseudoginglymostoma brevicaudatum,Critically Endangered,2019,2018-04-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17889,Urotrygon chilensis,Near Threatened,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17890,Galeus polli,Vulnerable,2021,2020-08-31 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17891,Amblyraja frerichsi,Vulnerable,2021,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17892,Aculeola nigra,Near Threatened,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17893,Urolophus aurantiacus,Vulnerable,2020,2019-08-29 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17894,Gymnura zonura,Endangered,2021,2020-09-11 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17895,Gymnura poecilura,Vulnerable,2021,2020-09-11 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17896,Dipturus crosnieri,Vulnerable,2019,2018-04-25 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17897,Aetobatus flagellum,Endangered,2021,2020-04-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17898,Aetomylaeus maculatus,Endangered,2020,2020-04-29 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17899,Myliobatis chilensis,Vulnerable,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17900,Myliobatis longirostris,Vulnerable,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17901,Myliobatis peruvianus,Vulnerable,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17902,Rhinoptera javanica,Endangered,2021,2020-05-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17903,Rhinoptera steindachneri,Near Threatened,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17904,Torpedo panthera,Endangered,2022,2022-01-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17905,Neoharriotta carri,Near Threatened,2020,2019-09-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17906,Neoharriotta pinnata,Near Threatened,2020,2019-09-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17907,Telatrygon acutirostra,Vulnerable,2021,2019-08-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17908,Hemitrygon izuensis,Vulnerable,2021,2019-08-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17909,Hypanus longus,Vulnerable,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17910,Acroteriobatus annulatus,Vulnerable,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17911,Rhinobatos hynnicephalus,Endangered,2020,2019-08-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17912,Pseudobatos leucorhynchus,Vulnerable,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17913,Zapteryx xyster,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17914,Rhynchobatus luebberti,Critically Endangered,2019,2018-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17915,Rhynchobatus springeri,Critically Endangered,2019,2018-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17916,Hydrolagus mitsukurii,Near Threatened,2020,2019-09-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17917,Chimaera ogilbyi,Near Threatened,2020,2019-09-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17918,Mustelus minicanis,Endangered,2020,2020-02-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17919,Centrophorus tessellatus,Endangered,2021,2019-08-28 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17920,Chiloscyllium plagiosum,Near Threatened,2021,2020-01-25 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17921,Bythaelurus canescens,Vulnerable,2020,2019-02-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17922,Diplobatis colombiensis,Vulnerable,2020,2019-07-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17923,Diplobatis guamachensis,Vulnerable,2020,2019-07-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17924,Narcine brevilabiata,Vulnerable,2020,2020-05-05 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17925,Bathyraja albomaculata,Vulnerable,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17926,Bathyraja griseocauda,Endangered,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17927,Mustelus whitneyi,Critically Endangered,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17928,Triakis maculata,Critically Endangered,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17929,Urobatis tumbesensis,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17930,Narcine leoparda,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17931,Rostroraja cervigoni,Near Threatened,2020,2019-07-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17932,Urotrygon venezuelae,Endangered,2020,2019-07-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17933,Pseudobatos prahli,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17934,Rhinobatos penggali,Endangered,2021,2020-05-12 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17935,Rhinobatos jimbaranensis,Critically Endangered,2021,2020-05-19 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17936,Rhinobatos albomaculatus,Critically Endangered,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17937,Torpedo marmorata,Vulnerable,2021,2020-08-31 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17938,Urotrygon rogersi,Near Threatened,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17939,Rostroraja velezi,Vulnerable,2020,2019-02-06 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17940,Dipturus tengu,Near Threatened,2021,2019-08-28 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17941,Nasolamia velox,Endangered,2020,2019-02-07 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17942,Myliobatis tobijei,Vulnerable,2021,2020-10-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17943,Oxynotus paradoxus,Vulnerable,2021,2020-08-31 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17944,Scymnodon ichiharai,Vulnerable,2021,2019-08-29 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17945,Bathyraja spinicauda,Near Threatened,2020,2019-06-18 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17946,Hemitriakis complicofasciata,Vulnerable,2020,2019-08-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17947,Centrophorus atromarginatus,Critically Endangered,2020,2019-09-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17948,Dipturus gigas,Near Threatened,2021,2019-08-28 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17949,Urotrygon simulatrix,Vulnerable,2020,2020-02-24 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17950,Triakis scyllium,Endangered,2021,2019-08-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17951,Torpedo torpedo,Vulnerable,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17952,Glaucostegus halavi,Critically Endangered,2019,2018-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17953,Rhinobatos irvinei,Critically Endangered,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17954,Squalus hemipinnis,Vulnerable,2020,2019-11-21 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17955,Torpedo mackayana,Endangered,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17956,Squalus japonicus,Endangered,2020,2019-08-30 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17957,Squalus brevirostris,Endangered,2021,2019-08-29 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17958,Pseudobatos glaucostigmus,Vulnerable,2020,2019-02-08 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17959,Pastinachus solocirostris,Endangered,2021,2020-05-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17960,Malacoraja senta,Vulnerable,2020,2019-06-20 00:00:00 UTC,Increasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17961,Rhinobatos annandalei,Critically Endangered,2021,2020-05-13 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17962,Hongeo koreana,Critically Endangered,2020,2019-08-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17963,Okamejei meerdervoortii,Vulnerable,2021,2019-08-27 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17964,Leucoraja wallacei,Vulnerable,2020,2019-08-01 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17965,Hemitriakis japanica,Endangered,2021,2019-08-29 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17966,Taeniurops grabatus,Near Threatened,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17967,Gymnura tentaculata,Critically Endangered,2021,2020-09-23 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
17968,Zanobatus schoenleinii,Vulnerable,2021,2020-08-04 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,CHONDRICHTHYES
